gene,drug,action
pharmgkb:PA451260,pharmgkb:PA267,dbv:substrate
pharmgkb:PA449167,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA448383,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA448383,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451550,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451550,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449167,pharmgkb:PA244,dbv:inhibitor
pharmgkb:PA451550,pharmgkb:PA244,dbv:inhibitor
pharmgkb:PA449982,pharmgkb:PA244,dbv:inhibitor
pharmgkb:PA451260,pharmgkb:PA244,dbv:inhibitor
pharmgkb:PA451260,pharmgkb:PA244,dbv:inducer
pharmgkb:PA164749630,pharmgkb:PA135,dbv:inducer
pharmgkb:PA449167,pharmgkb:PA134865839,dbv:inhibitor
pharmgkb:PA451260,pharmgkb:PA134865839,dbv:inhibitor
pharmgkb:PA448771,pharmgkb:PA359,dbv:inhibitor
pharmgkb:PA448006,pharmgkb:PA29938,dbv:antagonist
pharmgkb:PA450631,pharmgkb:PA30019,dbv:inhibitor
pharmgkb:PA450631,pharmgkb:PA85,dbv:inhibitor
pharmgkb:PA450631,pharmgkb:PA83,dbv:inhibitor
pharmgkb:PA10308,pharmgkb:PA27735,dbv:inhibitor
pharmgkb:PA164744014,pharmgkb:PA28128,dbv:binder
pharmgkb:PA164750539,pharmgkb:PA30357,dbv:agonist
pharmgkb:PA164764506,pharmgkb:PA28800,dbv:antagonist
pharmgkb:PA448081,pharmgkb:PA196,dbv:agonist
pharmgkb:PA448500,pharmgkb:PA24641,dbv:agonist
pharmgkb:PA164779052,pharmgkb:PA28607,dbv:agonist
pharmgkb:PA450631,pharmgkb:PA26042,dbv:inhibitor
pharmgkb:PA164747991,pharmgkb:PA29782,dbv:agonist
pharmgkb:PA448383,pharmgkb:PA26012,dbv:inhibitor
pharmgkb:PA450631,pharmgkb:PA380,dbv:inhibitor
pharmgkb:PA448383,pharmgkb:PA380,dbv:inhibitor
pharmgkb:PA449463,pharmgkb:PA27940,dbv:inhibitor
pharmgkb:PA10004,pharmgkb:PA435,dbv:antibody
pharmgkb:PA448081,pharmgkb:PA29828,dbv:agonist
pharmgkb:PA448081,pharmgkb:PA29828,dbv:modulator
pharmgkb:PA164747126,pharmgkb:PA29828,dbv:antibody
pharmgkb:PA164745627,pharmgkb:PA202,dbv:agonist
pharmgkb:PA449992,pharmgkb:PA202,dbv:agonist
pharmgkb:PA165958341,pharmgkb:PA202,dbv:agonist
pharmgkb:PA164781053,pharmgkb:PA202,dbv:binder
pharmgkb:PA164784029,pharmgkb:PA202,dbv:agonist
pharmgkb:PA451142,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451105,pharmgkb:PA28967,dbv:antagonist
pharmgkb:PA164754994,pharmgkb:PA28794,dbv:cofactor
pharmgkb:PA451105,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA451547,pharmgkb:PA46,dbv:inhibitor
pharmgkb:PA451105,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA451105,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA164754994,pharmgkb:PA117,dbv:cofactor
pharmgkb:PA164754994,pharmgkb:PA30647,dbv:cofactor
pharmgkb:PA164783958,pharmgkb:PA26350,dbv:antibody
pharmgkb:PA451105,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA450603,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA451105,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA164754994,pharmgkb:PA26123,dbv:activator
pharmgkb:PA451105,pharmgkb:PA114,dbv:antagonist
pharmgkb:PA451547,pharmgkb:PA281,dbv:agonist
pharmgkb:PA164744374,pharmgkb:PA25187,dbv:agonist
pharmgkb:PA451105,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA449167,pharmgkb:PA26053,dbv:binder
pharmgkb:PA451105,pharmgkb:PA164741600,dbv:antagonist
pharmgkb:PA449167,pharmgkb:PA33682,dbv:inhibitor
pharmgkb:PA165958345,pharmgkb:PA24413,dbv:inhibitor
pharmgkb:PA164754919,pharmgkb:PA33405,dbv:activator
pharmgkb:PA449470,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA164748040,pharmgkb:PA26198,dbv:inhibitor
pharmgkb:PA450947,pharmgkb:PA267,dbv:substrate
pharmgkb:PA164749630,pharmgkb:PA28674,dbv:antagonist
pharmgkb:PA451142,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164781375,pharmgkb:PA31111,dbv:antibody
pharmgkb:PA164748364,pharmgkb:PA31111,dbv:antibody
pharmgkb:PA451669,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA452629,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA164748817,pharmgkb:PA29948,dbv:antibody
pharmgkb:PA451547,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA451835,pharmgkb:PA28386,dbv:agonist
pharmgkb:PA450603,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA448687,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA451142,pharmgkb:PA122,dbv:inducer
pharmgkb:PA164754919,pharmgkb:PA27946,dbv:cleavage
pharmgkb:PA450603,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA449167,pharmgkb:PA33584,dbv:binder
pharmgkb:PA451547,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA451105,pharmgkb:PA26490,dbv:antagonist
pharmgkb:PA164754825,pharmgkb:PA35980,dbv:inhibitor
pharmgkb:PA164754994,pharmgkb:PA30646,dbv:cofactor
pharmgkb:PA450603,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA448687,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA164745489,pharmgkb:PA28205,dbv:other-unknown
pharmgkb:PA450947,pharmgkb:PA116,dbv:substrate
pharmgkb:PA451547,pharmgkb:PA35919,dbv:inhibitor
pharmgkb:PA164743058,pharmgkb:PA36550,dbv:other-unknown
pharmgkb:PA164781394,pharmgkb:PA34202,dbv:agonist
pharmgkb:PA164781394,pharmgkb:PA34203,dbv:agonist
pharmgkb:PA164781394,pharmgkb:PA34204,dbv:agonist
pharmgkb:PA451647,pharmgkb:PA33132,dbv:inhibitor
pharmgkb:PA10040,pharmgkb:PA7360,dbv:antagonist
pharmgkb:PA449463,pharmgkb:PA35026,dbv:potentiator
pharmgkb:PA164745713,pharmgkb:PA350,dbv:inhibitor
pharmgkb:PA164743236,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA164752820,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA164749474,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA164749474,pharmgkb:PA38,dbv:partial-agonist
pharmgkb:PA10284,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA164747061,pharmgkb:PA37266,dbv:binder
pharmgkb:PA164748978,pharmgkb:PA27467,dbv:inhibitor
pharmgkb:PA165958362,pharmgkb:PA27467,dbv:inhibitor
pharmgkb:PA451647,pharmgkb:PA24583,dbv:antagonist
pharmgkb:PA164748027,pharmgkb:PA24583,dbv:antagonist
pharmgkb:PA164781029,pharmgkb:PA24583,dbv:antagonist
pharmgkb:PA450203,pharmgkb:PA28800,dbv:agonist
pharmgkb:PA450831,pharmgkb:PA28962,dbv:binder
pharmgkb:PA164747061,pharmgkb:PA37267,dbv:binder
pharmgkb:PA451647,pharmgkb:PA33129,dbv:inhibitor
pharmgkb:PA164748027,pharmgkb:PA33129,dbv:inhibitor
pharmgkb:PA450195,pharmgkb:PA157,dbv:inhibitor
pharmgkb:PA10032,pharmgkb:PA157,dbv:inhibitor
pharmgkb:PA164776730,pharmgkb:PA33405,dbv:activator
pharmgkb:PA449515,pharmgkb:PA435,dbv:antibody
pharmgkb:PA164750594,pharmgkb:PA29828,dbv:binder
pharmgkb:PA451743,pharmgkb:PA27844,dbv:antibody
pharmgkb:PA448006,pharmgkb:PA205,dbv:antagonist
pharmgkb:PA449129,pharmgkb:PA119,dbv:agonist
pharmgkb:PA164743236,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA164749474,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA164749474,pharmgkb:PA39,dbv:partial-agonist
pharmgkb:PA10284,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA164743097,pharmgkb:PA26216,dbv:binder
pharmgkb:PA164749474,pharmgkb:PA192,dbv:antagonist
pharmgkb:PA451261,pharmgkb:PA31111,dbv:antibody
pharmgkb:PA164750594,pharmgkb:PA29829,dbv:agonist
pharmgkb:PA164749390,pharmgkb:PA29670,dbv:agonist
pharmgkb:PA449748,pharmgkb:PA298,dbv:inhibitor
pharmgkb:PA164749474,pharmgkb:PA29549,dbv:antagonist
pharmgkb:PA164743236,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA164749390,pharmgkb:PA29671,dbv:agonist
pharmgkb:PA164752253,pharmgkb:PA31109,dbv:antagonist
pharmgkb:PA449129,pharmgkb:PA30674,dbv:agonist
pharmgkb:PA164768801,pharmgkb:PA33557,dbv:agonist
pharmgkb:PA164748027,pharmgkb:PA33130,dbv:inhibitor
pharmgkb:PA164768801,pharmgkb:PA134971947,dbv:agonist
pharmgkb:PA450132,pharmgkb:PA27092,dbv:inducer
pharmgkb:PA450911,pharmgkb:PA27092,dbv:inducer
pharmgkb:PA448687,pharmgkb:PA121,dbv:substrate
pharmgkb:PA450911,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA450911,pharmgkb:PA121,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA121,dbv:substrate
pharmgkb:PA448687,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA448687,pharmgkb:PA123,dbv:substrate
pharmgkb:PA450132,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA450911,pharmgkb:PA123,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA123,dbv:substrate
pharmgkb:PA448687,pharmgkb:PA125,dbv:substrate
pharmgkb:PA450911,pharmgkb:PA125,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA125,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA125,dbv:substrate
pharmgkb:PA451131,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA450132,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449961,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449961,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451131,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451131,pharmgkb:PA128,dbv:substrate
pharmgkb:PA448687,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450132,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450132,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450911,pharmgkb:PA130,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449964,pharmgkb:PA130,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451131,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449035,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449035,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450911,pharmgkb:PA27118,dbv:inducer
pharmgkb:PA451112,pharmgkb:PA27094,dbv:substrate
pharmgkb:PA450911,pharmgkb:PA27094,dbv:inducer
pharmgkb:PA450911,pharmgkb:PA27093,dbv:inducer
pharmgkb:PA451131,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA451131,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA448687,pharmgkb:PA129,dbv:substrate
pharmgkb:PA450132,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA450911,pharmgkb:PA129,dbv:inducer
pharmgkb:PA450911,pharmgkb:PA129,dbv:substrate
pharmgkb:PA448687,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450911,pharmgkb:PA126,dbv:inducer
pharmgkb:PA450911,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449961,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449964,pharmgkb:PA126,dbv:inducer
pharmgkb:PA449964,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451131,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450911,pharmgkb:PA27119,dbv:inducer
pharmgkb:PA450132,pharmgkb:PA131,dbv:inhibitor
pharmgkb:PA451686,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451363,pharmgkb:PA189,dbv:inhibitor
pharmgkb:PA451686,pharmgkb:PA27092,dbv:inhibitor
pharmgkb:PA451644,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA450644,pharmgkb:PA24696,dbv:substrate
pharmgkb:PA165958425,pharmgkb:PA38,dbv:partial-agonist
pharmgkb:PA165958426,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA165958364,pharmgkb:PA27467,dbv:substrate
pharmgkb:PA165958428,pharmgkb:PA33128,dbv:inhibitor
pharmgkb:PA451744,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA451868,pharmgkb:PA87,dbv:inhibitor
pharmgkb:PA451892,pharmgkb:PA134864025,dbv:substrate
pharmgkb:PA451868,pharmgkb:PA26007,dbv:inhibitor
pharmgkb:PA164749474,pharmgkb:PA260,dbv:other-unknown
pharmgkb:PA450268,pharmgkb:PA164743293,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA164752827,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA164749380,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA24690,dbv:substrate
pharmgkb:PA165958425,pharmgkb:PA39,dbv:partial-agonist
pharmgkb:PA165958426,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA165958420,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA165958364,pharmgkb:PA30864,dbv:substrate
pharmgkb:PA451744,pharmgkb:PA192,dbv:partial-agonist
pharmgkb:PA451744,pharmgkb:PA35,dbv:antagonist
pharmgkb:PA164754863,pharmgkb:PA162399856,dbv:inhibitor
pharmgkb:PA450947,pharmgkb:PA133,dbv:inhibitor
pharmgkb:PA451686,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA164754863,pharmgkb:PA298,dbv:inhibitor
pharmgkb:PA165958424,pharmgkb:PA29457,dbv:antagonist
pharmgkb:PA451744,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA451744,pharmgkb:PA194,dbv:agonist
pharmgkb:PA451686,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA451686,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164746757,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451644,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA451644,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451744,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA451744,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958418,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958419,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958420,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958421,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958432,pharmgkb:PA290,dbv:agonist
pharmgkb:PA451868,pharmgkb:PA212,dbv:inhibitor
pharmgkb:PA165958428,pharmgkb:PA33126,dbv:inhibitor
pharmgkb:PA451868,pharmgkb:PA304,dbv:other
pharmgkb:PA451868,pharmgkb:PA26011,dbv:inhibitor
pharmgkb:PA165958431,pharmgkb:PA162396986,dbv:binder
pharmgkb:PA449977,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449977,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450272,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450272,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451974,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA451974,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451105,pharmgkb:PA130,dbv:inducer
pharmgkb:PA451668,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165958345,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA165958345,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165958354,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA165958354,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164746890,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164746890,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165111698,pharmgkb:PA130,dbv:inducer
pharmgkb:PA165111698,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165111722,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749056,pharmgkb:PA28800,dbv:negative-modulator
pharmgkb:PA165958410,pharmgkb:PA27058,dbv:antagonist
pharmgkb:PA165958431,pharmgkb:PA38434,dbv:binder
pharmgkb:PA165958431,pharmgkb:PA142671570,dbv:binder
pharmgkb:PA165958431,pharmgkb:PA134919215,dbv:binder
pharmgkb:PA165958428,pharmgkb:PA33125,dbv:inhibitor
pharmgkb:PA451363,pharmgkb:PA29955,dbv:other
pharmgkb:PA451974,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA451105,pharmgkb:PA27093,dbv:inducer
pharmgkb:PA451669,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA165958345,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA165958345,pharmgkb:PA267,dbv:substrate
pharmgkb:PA165958354,pharmgkb:PA267,dbv:substrate
pharmgkb:PA164746890,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA164746890,pharmgkb:PA267,dbv:substrate
pharmgkb:PA165958431,pharmgkb:PA26901,dbv:binder
pharmgkb:PA450149,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450149,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449977,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450272,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450272,pharmgkb:PA126,dbv:inducer
pharmgkb:PA451105,pharmgkb:PA126,dbv:inducer
pharmgkb:PA165958345,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA165111698,pharmgkb:PA126,dbv:substrate
pharmgkb:PA165958431,pharmgkb:PA162408788,dbv:binder
pharmgkb:PA165958426,pharmgkb:PA24598,dbv:antagonist
pharmgkb:PA165958431,pharmgkb:PA36595,dbv:binder
pharmgkb:PA165958431,pharmgkb:PA25624,dbv:binder
pharmgkb:PA165958431,pharmgkb:PA29172,dbv:binder
pharmgkb:PA165947835,pharmgkb:PA33154,dbv:inhibitor
pharmgkb:PA165958431,pharmgkb:PA134886721,dbv:binder
pharmgkb:PA165958431,pharmgkb:PA38611,dbv:binder
pharmgkb:PA165958431,pharmgkb:PA29866,dbv:binder
pharmgkb:PA165958428,pharmgkb:PA33120,dbv:inhibitor
pharmgkb:PA449748,pharmgkb:PA359,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA125,dbv:substrate
pharmgkb:PA451906,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451906,pharmgkb:PA125,dbv:substrate
pharmgkb:PA449053,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA450600,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450966,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA450966,pharmgkb:PA128,dbv:inducer
pharmgkb:PA450966,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450600,pharmgkb:PA419,dbv:substrate
pharmgkb:PA449470,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451906,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450600,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449053,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451647,pharmgkb:PA33128,dbv:inhibitor
pharmgkb:PA164748027,pharmgkb:PA33128,dbv:inhibitor
pharmgkb:PA449748,pharmgkb:PA162382539,dbv:inhibitor
pharmgkb:PA164768801,pharmgkb:PA291,dbv:agonist
pharmgkb:PA164748027,pharmgkb:PA33139,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA451906,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449053,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA450864,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449470,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA448966,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450268,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451906,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451906,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450600,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449053,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA449053,pharmgkb:PA126,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA131,dbv:substrate
pharmgkb:PA450600,pharmgkb:PA131,dbv:substrate
pharmgkb:PA449053,pharmgkb:PA131,dbv:substrate
pharmgkb:PA448966,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA450600,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA451647,pharmgkb:PA24584,dbv:antagonist
pharmgkb:PA164748027,pharmgkb:PA24584,dbv:antagonist
pharmgkb:PA451647,pharmgkb:PA24585,dbv:antagonist
pharmgkb:PA448966,pharmgkb:PA124,dbv:substrate
pharmgkb:PA450268,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164781029,pharmgkb:PA24589,dbv:antagonist
pharmgkb:PA451647,pharmgkb:PA33126,dbv:inhibitor
pharmgkb:PA164781029,pharmgkb:PA33126,dbv:inhibitor
pharmgkb:PA451647,pharmgkb:PA29227,dbv:activator
pharmgkb:PA164748027,pharmgkb:PA33140,dbv:inhibitor
pharmgkb:PA164748027,pharmgkb:PA264,dbv:inhibitor
pharmgkb:PA164746470,pharmgkb:PA202,dbv:agonist
pharmgkb:PA164760859,pharmgkb:PA202,dbv:agonist
pharmgkb:PA164776864,pharmgkb:PA30394,dbv:inhibitor
pharmgkb:PA449992,pharmgkb:PA29698,dbv:agonist
pharmgkb:PA165958341,pharmgkb:PA29698,dbv:agonist
pharmgkb:PA451446,pharmgkb:PA28674,dbv:binder
pharmgkb:PA448081,pharmgkb:PA29829,dbv:agonist
pharmgkb:PA448081,pharmgkb:PA29829,dbv:modulator
pharmgkb:PA164747126,pharmgkb:PA29829,dbv:antibody
pharmgkb:PA164776864,pharmgkb:PA33478,dbv:inhibitor
pharmgkb:PA450037,pharmgkb:PA29670,dbv:agonist
pharmgkb:PA450039,pharmgkb:PA29670,dbv:agonist
pharmgkb:PA164749376,pharmgkb:PA29670,dbv:binder
pharmgkb:PA164749431,pharmgkb:PA26210,dbv:antibody
pharmgkb:PA164781394,pharmgkb:PA26032,dbv:agonist
pharmgkb:PA164749238,pharmgkb:PA28725,dbv:agonist
pharmgkb:PA450039,pharmgkb:PA29671,dbv:agonist
pharmgkb:PA164749376,pharmgkb:PA29671,dbv:binder
pharmgkb:PA164776864,pharmgkb:PA28006,dbv:inhibitor
pharmgkb:PA450631,pharmgkb:PA86,dbv:inhibitor
pharmgkb:PA450631,pharmgkb:PA84,dbv:inhibitor
pharmgkb:PA450631,pharmgkb:PA88,dbv:inhibitor
pharmgkb:PA448383,pharmgkb:PA212,dbv:inhibitor
pharmgkb:PA164781150,pharmgkb:PA198,dbv:antagonist
pharmgkb:PA164769056,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA449758,pharmgkb:PA28501,dbv:negative-modulator
pharmgkb:PA164769056,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA164748137,pharmgkb:PA33128,dbv:inhibitor
pharmgkb:PA164781150,pharmgkb:PA24641,dbv:agonist
pharmgkb:PA449758,pharmgkb:PA28496,dbv:negative-modulator
pharmgkb:PA451644,pharmgkb:PA134926851,dbv:inhibitor
pharmgkb:PA451644,pharmgkb:PA260,dbv:binder
pharmgkb:PA164769056,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA449758,pharmgkb:PA270,dbv:inhibitor
pharmgkb:PA449758,pharmgkb:PA28489,dbv:negative-modulator
pharmgkb:PA451644,pharmgkb:PA32818,dbv:binder
pharmgkb:PA451644,pharmgkb:PA248,dbv:antagonist
pharmgkb:PA450149,pharmgkb:PA29842,dbv:other
pharmgkb:PA164748137,pharmgkb:PA24584,dbv:antagonist
pharmgkb:PA164781150,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA165958364,pharmgkb:PA28725,dbv:agonist
pharmgkb:PA164781029,pharmgkb:PA29227,dbv:activator
pharmgkb:PA164748137,pharmgkb:PA29227,dbv:activator
pharmgkb:PA451223,pharmgkb:PA139,dbv:inhibitor
pharmgkb:PA448687,pharmgkb:PA113,dbv:antagonist
pharmgkb:PA450911,pharmgkb:PA28967,dbv:antagonist
pharmgkb:PA448897,pharmgkb:PA189,dbv:inhibitor
pharmgkb:PA164754818,pharmgkb:PA181,dbv:agonist
pharmgkb:PA449500,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA448611,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA450480,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA448499,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA451690,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA449373,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA451611,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA449476,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA449961,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA449373,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA451858,pharmgkb:PA25189,dbv:agonist
pharmgkb:PA450678,pharmgkb:PA36155,dbv:binder
pharmgkb:PA450464,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA450911,pharmgkb:PA114,dbv:antagonist
pharmgkb:PA448320,pharmgkb:PA37404,dbv:inhibitor
pharmgkb:PA448320,pharmgkb:PA37404,dbv:substrate
pharmgkb:PA449761,pharmgkb:PA213,dbv:inhibitor
pharmgkb:PA449761,pharmgkb:PA24395,dbv:inducer
pharmgkb:PA450911,pharmgkb:PA164741600,dbv:antagonist
pharmgkb:PA452639,pharmgkb:PA435,dbv:inhibitor
pharmgkb:PA449507,pharmgkb:PA156,dbv:agonist
pharmgkb:PA448611,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA450480,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA451690,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA449373,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164784030,pharmgkb:PA28489,dbv:antagonist
pharmgkb:PA450911,pharmgkb:PA28489,dbv:potentiator
pharmgkb:PA450572,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA131890625,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA449693,pharmgkb:PA28386,dbv:agonist
pharmgkb:PA450464,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA451612,pharmgkb:PA24597,dbv:antagonist
pharmgkb:PA451612,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA450572,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA131890625,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA162363968,pharmgkb:PA293,dbv:negative-modulator
pharmgkb:PA451612,pharmgkb:PA33,dbv:antagonist
